skill,score,digital_assign,mod,lv.mod,ht_df,order
3D graphics software,86.82905031325397,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe Dreamweaver,58.859553047029465,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe Fireworks,146.85863080359627,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe Flash,20.569054513921262,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe FrameMaker,91.02732750518614,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe FreeHand,35.36011255524808,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe Illustrator,90.25538943208504,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe Premiere Pro,67.26930870952641,1,High-tech,Design & marketing skills,Design & marketing skills,4
Adobe Systems Adobe RoboHelp,55.763483664553974,1,High-tech,Design & marketing skills,Design & marketing skills,4
Analyz,132.29565568126253,1,High-tech,Design & marketing skills,Design & marketing skills,4
Animation,115.6329256852408,1,High-tech,Design & marketing skills,Design & marketing skills,4
Animation software,23.320957707080087,1,High-tech,Design & marketing skills,Design & marketing skills,4
AudienceView Ticketing,95.99868557984527,1,High-tech,Design & marketing skills,Design & marketing skills,4
Audio editing software,71.09108630817785,1,High-tech,Design & marketing skills,Design & marketing skills,4
Audio recorders,63.42436056469725,1,High-tech,Design & marketing skills,Design & marketing skills,4
Augmented Reality,114.02954737744743,1,High-tech,Design & marketing skills,Design & marketing skills,4
Autodesk 3ds Max,68.45391652010066,1,High-tech,Design & marketing skills,Design & marketing skills,4
Autodesk Maya,48.83849100432255,1,High-tech,Design & marketing skills,Design & marketing skills,4
Autodesk MotionBuilder,91.39049309110058,1,High-tech,Design & marketing skills,Design & marketing skills,4
Autodesk Mudbox,91.57007990000737,1,High-tech,Design & marketing skills,Design & marketing skills,4
Autodesk SoftImage,118.17557847563779,1,High-tech,Design & marketing skills,Design & marketing skills,4
Avid Media Composer,110.39187285479969,1,High-tech,Design & marketing skills,Design & marketing skills,4
Brightcove,175.3072410228774,1,High-tech,Design & marketing skills,Design & marketing skills,4
CG / Computer Graphics,108.01826025247178,1,High-tech,Design & marketing skills,Design & marketing skills,4
Character Studio,56.360519139211924,1,High-tech,Design & marketing skills,Design & marketing skills,4
Client records software,78.48153213989609,1,High-tech,Design & marketing skills,Design & marketing skills,4
Computer graphics software,114.80135167112303,1,High-tech,Design & marketing skills,Design & marketing skills,4
Corel CorelDraw Graphics Suite,95.73860915831756,1,High-tech,Design & marketing skills,Design & marketing skills,4
Data analysis software,82.85638333652084,1,High-tech,Design & marketing skills,Design & marketing skills,4
Data visualization software,52.99545835635258,1,High-tech,Design & marketing skills,Design & marketing skills,4
Device driver software,10.39884707986411,1,High-tech,Design & marketing skills,Design & marketing skills,4
Diagramming software,58.85471583037145,1,High-tech,Design & marketing skills,Design & marketing skills,4
Digital pens,66.34389894500458,1,High-tech,Design & marketing skills,Design & marketing skills,4
Drupal,80.34964656399144,1,High-tech,Design & marketing skills,Design & marketing skills,4
Editing software,66.19685635660296,1,High-tech,Design & marketing skills,Design & marketing skills,4
Enterprise application integration EAI software,15.948036946546285,1,High-tech,Design & marketing skills,Design & marketing skills,4
File management software,66.39032174895709,1,High-tech,Design & marketing skills,Design & marketing skills,4
File transfer protocol FTP client software,107.40273015059631,1,High-tech,Design & marketing skills,Design & marketing skills,4
File transfer protocol FTP software,86.53598019454377,1,High-tech,Design & marketing skills,Design & marketing skills,4
Force platforms,66.88917482574654,1,High-tech,Design & marketing skills,Design & marketing skills,4
Graphics software,116.32125584498213,1,High-tech,Design & marketing skills,Design & marketing skills,4
Graphics workstations,61.06319320612175,1,High-tech,Design & marketing skills,Design & marketing skills,4
Graphing software,81.75223005886005,1,High-tech,Design & marketing skills,Design & marketing skills,4
HP Trim,61.100592893861,1,High-tech,Design & marketing skills,Design & marketing skills,4
Houdini,73.57031609248862,1,High-tech,Design & marketing skills,Design & marketing skills,4
Image editing software,31.590226740284823,1,High-tech,Design & marketing skills,Design & marketing skills,4
Image management software,147.2159771280157,1,High-tech,Design & marketing skills,Design & marketing skills,4
Image processing software,54.61655832561761,1,High-tech,Design & marketing skills,Design & marketing skills,4
Image processing systems,78.40097431482438,1,High-tech,Design & marketing skills,Design & marketing skills,4
Inkscape,119.69888967400622,1,High-tech,Design & marketing skills,Design & marketing skills,4
Job posting software,141.84984776686576,1,High-tech,Design & marketing skills,Design & marketing skills,4
Joomla,186.99520664998667,1,High-tech,Design & marketing skills,Design & marketing skills,4
Katana,121.40725881985557,1,High-tech,Design & marketing skills,Design & marketing skills,4
Lighting grids,25.2188413618859,1,High-tech,Design & marketing skills,Design & marketing skills,4
MadCap Flare,55.07625372664757,1,High-tech,Design & marketing skills,Design & marketing skills,4
MaxScript,56.421877258997526,1,High-tech,Design & marketing skills,Design & marketing skills,4
Maya,93.3451347696301,1,High-tech,Design & marketing skills,Design & marketing skills,4
Motion graphics software,84.8541264467518,1,High-tech,Design & marketing skills,Design & marketing skills,4
Non-Fungible Tokens,128.75780214213563,1,High-tech,Design & marketing skills,Design & marketing skills,4
Optimization software,103.71674649908552,1,High-tech,Design & marketing skills,Design & marketing skills,4
PayPal,142.1344236408254,1,High-tech,Design & marketing skills,Design & marketing skills,4
Pixologic Zbrush,59.757007846297604,1,High-tech,Design & marketing skills,Design & marketing skills,4
QuarkXPress,61.065727206999085,1,High-tech,Design & marketing skills,Design & marketing skills,4
RealFlow,45.291976506095104,1,High-tech,Design & marketing skills,Design & marketing skills,4
Scribus,36.098271155596,1,High-tech,Design & marketing skills,Design & marketing skills,4
SendGrid,82.68513229569572,1,High-tech,Design & marketing skills,Design & marketing skills,4
Snagit,80.5103924487844,1,High-tech,Design & marketing skills,Design & marketing skills,4
Storyboarding,83.58432977783964,1,High-tech,Design & marketing skills,Design & marketing skills,4
TechSmith Camtasia,25.014198405692486,1,High-tech,Design & marketing skills,Design & marketing skills,4
The Foundry Nuke,115.52405605391907,1,High-tech,Design & marketing skills,Design & marketing skills,4
VRML (Virtual reality modeling language),21.43256270704474,1,High-tech,Design & marketing skills,Design & marketing skills,4
Video development software,75.03846853982306,1,High-tech,Design & marketing skills,Design & marketing skills,4
Video game software,69.82101405405251,1,High-tech,Design & marketing skills,Design & marketing skills,4
Virtual Reality,141.7684708281281,1,High-tech,Design & marketing skills,Design & marketing skills,4
Virtual reality software,89.99943344016012,1,High-tech,Design & marketing skills,Design & marketing skills,4
Visual Effects / VFX,103.77808255111168,1,High-tech,Design & marketing skills,Design & marketing skills,4
Web Design,89.36208922164201,1,High-tech,Design & marketing skills,Design & marketing skills,4
Web design software,125.27905781182872,1,High-tech,Design & marketing skills,Design & marketing skills,4
Win CE,76.32250520768774,1,High-tech,Design & marketing skills,Design & marketing skills,4
Workflow software,135.358448016503,1,High-tech,Design & marketing skills,Design & marketing skills,4
image processing,62.81245188647316,1,High-tech,Design & marketing skills,Design & marketing skills,4
seoClarity,91.5242276659125,1,High-tech,Design & marketing skills,Design & marketing skills,4
3D Design,98.98219468036433,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
3D Printing,181.96812967506955,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
3D Scanning,145.0493523199609,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
3D modelling,76.47604702095788,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
ANSYS,74.32303607717402,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
ANSYS FLUENT,55.622820985179544,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
ANSYS Mechanical,48.355928849451416,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
ANSYS Multiphysics,135.409994191981,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Appraisal software,163.7018906908073,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Articulated robots,49.53147537193245,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Autodesk AutoCAD MAP3D,46.459729519627004,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Autodesk MapGuide,44.35713648994434,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Autopilot systems,45.61365188350422,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Bentley AutoPLANT,32.68689916396895,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Biostatistical software,88.6270702677514,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
CADNX,68.18421419909663,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
CODESYS,44.4045619244258,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
COMSOL Multiphysics,124.6272264323415,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
CST Microwave Studio,12.485549132948,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Circuit simulation software,35.00975125289333,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
CityWorks,136.45097579207223,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
Component-based Scalable Logical Architecture (CSLA),121.69517956862639,1,High-tech,Industrial modelling & geospatial software skills,Industrial modelling & geospatial software skills,5
